Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,(MJWKAVE),,
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,(MJWKAVE),RANGE,1 - 7
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,(MJWKAVE),85,BAD DATA Logically assigned
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,(MJWKAVE),91,NEVER USED MARIJUANA
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,(MJWKAVE),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,(MJWKAVE),94,DON'T KNOW
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,(MJWKAVE),97,REFUSED
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,(MJWKAVE),98,BLANK (NO ANSWER)
MRDAYPWK,# DAYS PER WEEK USED MARIJUANA/CANNABIS PAST 12 MOS,(MJWKAVE),99,LEGITIMATE SKIP
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06),,
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06),RANGE,1 - 30
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06),91,NEVER USED MARIJUANA
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06),93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06),94,DON'T KNOW
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06),97,REFUSED
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06),98,BLANK (NO ANSWER)
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),,
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),1,1 or 2 days
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),2,3 to 5 days
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),3,6 to 9 days
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),4,10 to 19 days
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),5,20 to 29 days
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),6,All 30 days
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),91,NEVER USED MARIJUANA
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),94,DON'T KNOW
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),97,REFUSED
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),98,BLANK (NO ANSWER)
MR30EST,BEST EST. # DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,(MJ06DKRE),99,LEGITIMATE SKIP
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),,
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),1,Yes
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),2,No (not entered)
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),3,Yes LOGICALLY ASSIGNED (from MJYROTHER)
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),5,Yes LOGICALLY ASSIGNED (from MJMONSMOKE)
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),91,NEVER USED MARIJUANA
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),94,DON'T KNOW
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),97,REFUSED
MJYRSMOKE,MRJ USE - SMOKING - PAST 12 MONTHS,(MJMODEPY1),98,BLANK (NO ANSWER)
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),,
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),1,Yes
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),2,No (not entered)
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),3,Yes LOGICALLY ASSIGNED (from MJYROTHER)
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),5,Yes LOGICALLY ASSIGNED (from MJMONVAPE)
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),91,NEVER USED MARIJUANA
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),94,DON'T KNOW
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),97,REFUSED
MJYRVAPE,MRJ USE - VAPING - PAST 12 MONTHS,(MJMODEPY2),98,BLANK (NO ANSWER)
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),,
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),1,Yes
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),2,No (not entered)
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),3,Yes LOGICALLY ASSIGNED (from MJYROTHER)
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),5,Yes LOGICALLY ASSIGNED (from MJMONDAB)
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),91,NEVER USED MARIJUANA
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),94,DON'T KNOW
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),97,REFUSED
MJYRDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 12 MOS",(MJMODEPY3),98,BLANK (NO ANSWER)
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),,
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),1,Yes
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),2,No (not entered)
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),3,Yes LOGICALLY ASSIGNED (from MJYROTHER)
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),5,Yes LOGICALLY ASSIGNED (from MJMONEAT)
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),91,NEVER USED MARIJUANA
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),94,DON'T KNOW
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),97,REFUSED
MJYREAT,MRJ USE - EATING OR DRINKING - PAST 12 MONTHS,(MJMODEPY4),98,BLANK (NO ANSWER)
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),,
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),1,Yes
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),2,No (not entered)
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),3,Yes LOGICALLY ASSIGNED (from MJYROTHER)
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),5,Yes LOGICALLY ASSIGNED (from MJMONMOUTH)
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),91,NEVER USED MARIJUANA
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),94,DON'T KNOW
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),97,REFUSED
MJYRMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 12 MOS,(MJMODEPY5),98,BLANK (NO ANSWER)
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),,
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),1,Yes
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),2,No (not entered)
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),3,Yes LOGICALLY ASSIGNED (from MJYROTHER)
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),5,Yes LOGICALLY ASSIGNED (from MJMONSKIN)
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),91,NEVER USED MARIJUANA
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),94,DON'T KNOW
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),97,REFUSED
MJYRSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 12 MONTHS,(MJMODEPY6),98,BLANK (NO ANSWER)
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),,
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),1,Yes
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),2,No (not entered)
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),3,Yes LOGICALLY ASSIGNED (from MJYROTHER)
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),5,Yes LOGICALLY ASSIGNED (from MJMONPILL)
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),91,NEVER USED MARIJUANA
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),94,DON'T KNOW
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),97,REFUSED
MJYRPILL,MRJ USE - PILLS - PAST 12 MONTHS,(MJMODEPY7),98,BLANK (NO ANSWER)
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,(MJMODEPY8),,
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,(MJMODEPY8),1,Yes
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,(MJMODEPY8),2,No (not entered)
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,(MJMODEPY8),5,Yes LOGICALLY ASSIGNED
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,(MJMODEPY8),91,NEVER USED MARIJUANA
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,(MJMODEPY8),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,(MJMODEPY8),94,DON'T KNOW
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,(MJMODEPY8),97,REFUSED
MJYROTHER,MRJ USE - SOME OTHER WAY - PAST 12 MONTHS,(MJMODEPY8),98,BLANK (NO ANSWER)
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),,
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),1,Yes
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),2,No (not entered)
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),3,Yes LOGICALLY ASSIGNED
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),4,No (not entered) LOGICALLY ASSIGNED
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),5,Yes LOGICALLY ASSIGNED (from MJYRSMOKE)
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),91,NEVER USED MARIJUANA
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),94,DON'T KNOW
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),97,REFUSED
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,(MJMODEPM1),98,BLANK (NO ANSWER)
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),,
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),1,Yes
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),2,No (not entered)
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),3,Yes LOGICALLY ASSIGNED
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),4,No (not entered) LOGICALLY ASSIGNED
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),5,Yes LOGICALLY ASSIGNED (from MJYRVAPE)
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),91,NEVER USED MARIJUANA
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),94,DON'T KNOW
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),97,REFUSED
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,(MJMODEPM2),98,BLANK (NO ANSWER)
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),,
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),1,Yes
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),2,No (not entered)
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),3,Yes LOGICALLY ASSIGNED
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),4,No (not entered) LOGICALLY ASSIGNED
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),5,Yes LOGICALLY ASSIGNED (from MJYRDAB)
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),91,NEVER USED MARIJUANA
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),94,DON'T KNOW
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),97,REFUSED
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",(MJMODEPM3),98,BLANK (NO ANSWER)
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),,
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),1,Yes
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),2,No (not entered)
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),3,Yes LOGICALLY ASSIGNED
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),4,No (not entered) LOGICALLY ASSIGNED
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),5,Yes LOGICALLY ASSIGNED (from MJYREAT)
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),91,NEVER USED MARIJUANA
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),94,DON'T KNOW
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),97,REFUSED
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,(MJMODEPM4),98,BLANK (NO ANSWER)
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),,
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),1,Yes
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),2,No (not entered)
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),3,Yes LOGICALLY ASSIGNED
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),4,No (not entered) LOGICALLY ASSIGNED
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),5,Yes LOGICALLY ASSIGNED (from MJYRMOUTH)
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),91,NEVER USED MARIJUANA
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),94,DON'T KNOW
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),97,REFUSED
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,(MJMODEPM5),98,BLANK (NO ANSWER)
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),,
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),1,Yes
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),2,No (not entered)
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),3,Yes LOGICALLY ASSIGNED
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),4,No (not entered) LOGICALLY ASSIGNED
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),5,Yes LOGICALLY ASSIGNED (from MJYRSKIN)
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),91,NEVER USED MARIJUANA
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),94,DON'T KNOW
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),97,REFUSED
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,(MJMODEPM6),98,BLANK (NO ANSWER)
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),,
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),1,Yes
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),2,No (not entered)
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),3,Yes LOGICALLY ASSIGNED
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),4,No (not entered) LOGICALLY ASSIGNED
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),5,Yes LOGICALLY ASSIGNED (from MJYRPILL)
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),85,BAD DATA Logically Assigned
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),91,NEVER USED MARIJUANA
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),94,DON'T KNOW
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),97,REFUSED
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,(MJMODEPM7),98,BLANK (NO ANSWER)
N,,(MJMODEPM7),,
respondentsansweredthesequestions.,,(MJMODEPM7),,
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM01),,
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM01),1,Yes
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM01),2,No
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM01),91,NEVER USED MARIJUANA
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM01),93,DID NOT USE MARIJUANA IN THE PAST 12 MONTHS
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM01),94,DON'T KNOW
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM01),97,REFUSED
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM01),98,BLANK (NO ANSWER)
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),,
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),1,Yes
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),2,No
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),85,BAD DATA Logically Assigned
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),91,NEVER USED MARIJUANA
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),93,DID NOT USE MARIJUANA IN THE PAST 12 MOS
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),94,DON'T KNOW
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),97,REFUSED
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),98,BLANK (NO ANSWER)
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,(MJMM02),99,LEGITIMATE SKIP
respondentwasinaStatewherealaworinitiativeallowingtheuseofmarijuanaformedicalreasonshadbeenpassedonorbeforetheinterview,,(MJMM02),,
respondentwasinaStatewherealaworinitiativeallowingtheuseofmarijuanaformedicalreasonshadbeenpassedonorbeforetheinterview,,(MJMM02),,
MEDMJPA2,STATE MEDICAL MJ LAW PASSED AT TIME OF INTERVIEW,(MJMM02),,
MEDMJPA2,STATE MEDICAL MJ LAW PASSED AT TIME OF INTERVIEW,(MJMM02),1,In State where medical MJ law passed before intvw
MEDMJPA2,STATE MEDICAL MJ LAW PASSED AT TIME OF INTERVIEW,(MJMM02),2,Not In State where med MJ law existed at time of intw
